timestamp,day,hour_of_day,temperature_C,humidity_pct,wind_speed_ms,ref_pm25,ref_pm10,sensor1_pm25,sensor1_pm10,sensor2_pm25,sensor2_pm10,sensor3_pm25,sensor3_pm10,sensor4_pm25,sensor4_pm10,sensor5_pm25,sensor5_pm10
2022-03-12 18:00:00,69.75,18.0,33.19,72.13,8.45,149.0,110.0,239.92,171.3,253.47,206.4,276.89,166.64,293.26,195.26,318.41,212.5
2022-03-12 19:00:00,69.7917,19.0,41.0,30.85,5.98,116.0,178.0,112.89,161.31,128.55,196.89,126.1,153.33,134.09,177.35,134.9,200.93
2022-03-12 20:00:00,69.8333,20.0,43.2,25.48,5.4,64.0,100.0,59.29,91.63,70.6,101.37,52.63,72.8,69.57,97.47,61.47,107.6
2022-03-12 21:00:00,69.875,21.0,27.55,12.65,3.46,49.0,156.0,45.39,123.29,43.03,171.5,40.42,97.27,47.93,113.95,47.06,145.04
2022-03-12 22:00:00,69.9167,22.0,21.55,66.73,9.89,42.0,114.0,80.5,188.09,79.51,255.64,79.55,171.61,91.23,199.14,86.3,247.39
2022-03-12 23:00:00,69.9583,23.0,21.74,75.94,8.11,110.0,11.0,193.38,25.46,231.85,31.64,225.6,16.06,262.76,28.11,253.62,21.23
2022-03-13 00:00:00,70.0,0.0,22.03,50.48,7.47,21.0,56.0,34.18,80.83,32.26,94.06,39.08,73.29,36.92,89.05,35.0,94.17
2022-03-13 01:00:00,70.0417,1.0,39.73,44.84,10.91,32.0,40.0,43.8,54.23,49.3,61.85,34.89,38.45,43.82,51.35,47.84,56.18
2022-03-13 02:00:00,70.0833,2.0,27.64,34.26,5.92,128.0,89.0,149.83,89.06,153.96,122.88,174.95,80.01,182.27,111.12,186.24,120.22
2022-03-13 03:00:00,70.125,3.0,34.76,43.39,10.12,74.0,176.0,97.14,217.56,86.66,249.58,97.71,173.49,96.45,236.91,121.4,257.9
2022-03-13 04:00:00,70.1667,4.0,25.23,64.68,3.6,146.0,53.0,220.35,90.62,247.88,99.2,257.64,73.94,291.05,88.38,319.62,89.27
2022-03-13 05:00:00,70.2083,5.0,18.57,55.54,10.94,35.0,87.0,51.17,143.1,52.05,161.8,55.43,112.61,68.5,158.49,68.32,173.68
2022-03-13 06:00:00,70.25,6.0,22.93,77.71,9.7,57.0,82.0,121.75,130.95,114.31,162.44,130.78,112.24,134.48,148.64,152.42,187.18
2022-03-13 07:00:00,70.2917,7.0,34.58,12.39,5.42,53.0,104.0,39.64,76.37,48.89,94.82,41.99,55.72,40.77,77.1,47.02,112.47
2022-03-13 08:00:00,70.3333,8.0,43.73,43.11,6.96,45.0,73.0,66.79,81.69,53.84,100.33,63.71,79.67,56.63,91.51,58.46,110.38
2022-03-13 09:00:00,70.375,9.0,42.02,50.91,2.15,11.0,181.0,8.43,213.12,21.45,251.48,25.07,182.02,27.73,253.98,17.46,271.6
2022-03-13 10:00:00,70.4167,10.0,30.53,14.42,6.51,86.0,115.0,81.77,91.07,68.39,109.75,85.91,77.9,90.14,87.7,75.66,124.64
2022-03-13 11:00:00,70.4583,11.0,28.92,56.79,3.78,24.0,98.0,33.11,137.4,47.76,172.74,39.86,120.38,42.27,154.94,31.68,172.82
2022-03-13 12:00:00,70.5,12.0,19.68,18.82,3.71,58.0,89.0,61.83,76.27,58.91,105.76,58.21,68.22,76.32,91.38,76.67,102.86
2022-03-13 13:00:00,70.5417,13.0,38.32,36.67,9.95,17.0,185.0,18.2,179.47,10.07,218.75,30.01,272.6,19.85,220.2,23.61,256.97
2022-03-13 14:00:00,70.5833,14.0,30.75,15.09,10.04,90.0,120.0,74.97,92.98,74.87,127.17,82.02,84.07,78.95,109.84,89.44,107.38
2022-03-13 15:00:00,70.625,15.0,34.73,42.34,6.67,28.0,20.0,39.04,20.51,27.88,21.19,32.02,29.27,20.81,30.13,50.11,31.62
2022-03-13 16:00:00,70.6667,16.0,22.26,79.79,3.84,90.0,188.0,171.25,364.57,181.42,418.51,189.5,302.31,213.91,391.36,215.83,388.46
2022-03-13 17:00:00,70.7083,17.0,27.6,25.06,2.57,57.0,178.0,65.3,175.42,79.51,213.62,53.73,153.86,70.04,200.58,78.49,210.63
2022-03-13 18:00:00,70.75,18.0,30.7,55.84,5.68,64.0,45.0,91.32,78.59,107.35,76.99,105.02,54.33,125.69,86.35,113.66,77.46
2022-03-13 19:00:00,70.7917,19.0,38.66,12.66,8.54,134.0,185.0,100.89,129.85,121.58,163.21,103.17,111.85,124.3,153.31,114.06,131.02
2022-03-13 20:00:00,70.8333,20.0,27.27,30.89,9.54,125.0,85.0,112.96,94.87,141.83,110.57,153.56,77.16,169.02,93.9,172.91,116.11
2022-03-13 21:00:00,70.875,21.0,41.67,69.98,6.3,80.0,118.0,120.87,171.36,130.91,193.81,126.42,142.39,154.56,185.51,149.97,218.31
2022-03-13 22:00:00,70.9167,22.0,31.13,70.17,8.31,102.0,97.0,186.27,154.29,174.05,201.13,168.43,128.44,219.82,155.42,207.07,184.08
2022-03-13 23:00:00,70.9583,23.0,36.34,49.08,5.96,103.0,71.0,137.78,90.0,125.13,107.41,150.08,66.48,162.34,83.1,158.85,124.55
2022-03-14 00:00:00,71.0,0.0,36.35,34.51,1.13,39.0,143.0,49.02,147.45,53.64,177.93,52.0,119.92,40.8,164.0,56.96,190.97
2022-03-14 01:00:00,71.0417,1.0,41.08,73.58,5.27,134.0,23.0,220.28,28.34,221.97,45.14,246.24,40.38,246.54,37.88,267.36,42.06
2022-03-14 02:00:00,71.0833,2.0,21.4,73.57,7.04,54.0,49.0,115.64,72.46,93.62,104.83,226.04,77.1,121.42,91.58,129.09,108.61
2022-03-14 03:00:00,71.125,3.0,18.88,37.69,2.17,47.0,162.0,64.09,192.87,61.58,250.0,65.36,169.1,83.15,224.91,70.72,254.54
2022-03-14 04:00:00,71.1667,4.0,26.31,72.76,7.16,51.0,27.0,88.58,48.31,93.99,50.74,94.03,46.25,103.01,52.52,104.61,53.59
2022-03-14 05:00:00,71.2083,5.0,43.17,45.75,5.95,96.0,154.0,120.97,156.83,113.63,409.83,133.71,142.16,152.5,186.35,125.62,221.38
2022-03-14 06:00:00,71.25,6.0,41.82,53.11,5.65,59.0,49.0,83.98,76.39,85.25,73.25,86.06,46.79,87.33,79.98,110.82,76.34
2022-03-14 07:00:00,71.2917,7.0,19.4,49.63,4.65,111.0,48.0,169.0,88.61,173.04,88.38,183.48,55.88,210.2,77.73,210.24,89.11
2022-03-14 08:00:00,71.3333,8.0,15.21,24.77,8.18,99.0,175.0,106.93,187.05,109.67,220.83,121.89,159.23,154.4,201.57,133.93,209.86
2022-03-14 09:00:00,71.375,9.0,35.11,53.47,5.45,14.0,105.0,22.24,130.04,22.74,157.43,15.04,115.59,17.61,156.61,24.99,162.22
2022-03-14 10:00:00,71.4167,10.0,23.47,35.03,9.86,35.0,181.0,51.74,199.82,58.29,251.38,64.74,176.22,50.6,248.7,50.66,251.94
2022-03-14 11:00:00,71.4583,11.0,26.77,47.36,10.29,144.0,119.0,204.23,165.95,219.56,188.89,221.17,137.59,242.01,167.69,258.73,204.66
2022-03-14 12:00:00,71.5,12.0,19.96,72.42,7.32,21.0,74.0,31.36,127.93,49.99,175.38,41.06,105.29,40.84,137.51,50.67,162.28
2022-03-14 13:00:00,71.5417,13.0,44.68,77.53,7.56,34.0,92.0,51.42,147.09,59.51,170.0,69.21,120.21,69.04,148.0,59.03,179.57
2022-03-14 14:00:00,71.5833,14.0,37.78,78.42,7.35,132.0,31.0,278.98,49.37,242.48,63.99,253.56,43.15,289.54,58.32,270.78,62.48
2022-03-14 15:00:00,71.625,15.0,29.56,14.32,7.54,149.0,80.0,114.44,57.3,124.29,70.88,143.69,55.1,160.28,76.25,156.99,73.68
2022-03-14 16:00:00,71.6667,16.0,28.58,29.55,10.83,22.0,47.0,12.96,38.93,21.79,51.56,28.75,45.18,26.52,66.24,23.03,61.92
2022-03-14 17:00:00,71.7083,17.0,20.7,18.21,6.59,56.0,67.0,65.64,55.56,59.07,73.52,50.87,56.45,66.94,62.33,74.44,68.28
2022-03-14 18:00:00,71.75,18.0,39.16,64.35,9.39,24.0,158.0,31.56,223.99,33.65,269.78,34.72,199.19,52.74,236.23,57.05,289.3
2022-03-14 19:00:00,71.7917,19.0,35.71,36.7,3.3,133.0,91.0,144.65,105.6,351.26,109.71,151.47,84.7,179.82,107.37,184.5,114.68
2022-03-14 20:00:00,71.8333,20.0,36.96,21.29,5.16,116.0,36.0,87.76,39.12,108.24,42.62,117.64,28.76,122.46,25.66,118.13,37.4
2022-03-14 21:00:00,71.875,21.0,39.91,57.24,2.96,51.0,19.0,77.78,27.16,87.52,34.8,72.72,14.65,94.1,40.04,80.94,29.5
2022-03-14 22:00:00,71.9167,22.0,19.22,13.28,7.03,32.0,134.0,28.24,107.51,18.77,144.27,26.46,102.34,38.75,115.72,23.67,158.09
2022-03-14 23:00:00,71.9583,23.0,37.33,17.22,8.94,139.0,124.0,109.94,91.86,104.26,127.29,129.82,93.2,135.76,99.05,139.72,118.33
2022-03-15 00:00:00,72.0,0.0,21.37,39.7,4.69,98.0,110.0,126.03,145.17,136.09,150.93,133.98,121.82,151.61,133.01,159.69,158.32
2022-03-15 01:00:00,72.0417,1.0,16.34,55.13,0.35,125.0,86.0,210.31,133.58,201.57,174.45,228.64,121.1,277.62,138.21,244.41,169.94
2022-03-15 02:00:00,72.0833,2.0,28.27,21.24,10.83,122.0,122.0,111.09,103.3,124.33,444.95,120.99,82.3,138.78,130.65,141.62,136.53
2022-03-15 03:00:00,72.125,3.0,15.32,45.49,3.09,110.0,78.0,142.25,124.45,161.61,144.37,182.69,90.09,205.37,126.41,191.54,138.52
2022-03-15 04:00:00,72.1667,4.0,33.83,59.83,11.04,80.0,32.0,108.97,54.49,120.26,56.83,119.39,34.22,143.92,47.47,135.47,63.97
2022-03-15 05:00:00,72.2083,5.0,31.42,64.99,1.44,74.0,53.0,106.4,79.61,120.85,87.66,121.15,71.02,149.62,91.43,149.7,92.91
2022-03-15 06:00:00,72.25,6.0,26.18,58.81,3.67,87.0,71.0,139.24,108.39,155.33,123.27,147.71,92.79,161.97,112.35,174.31,118.32
2022-03-15 07:00:00,72.2917,7.0,41.12,56.29,2.93,26.0,158.0,42.43,197.16,33.7,259.34,48.39,174.03,52.94,229.67,52.45,253.48
2022-03-15 08:00:00,72.3333,8.0,28.89,72.67,2.89,78.0,27.0,149.54,43.66,135.86,58.36,151.25,40.62,423.79,43.65,176.76,67.94
2022-03-15 09:00:00,72.375,9.0,40.44,20.5,5.86,56.0,119.0,37.44,92.98,44.82,122.15,58.79,89.6,61.81,107.52,73.64,118.05
2022-03-15 10:00:00,72.4167,10.0,39.31,46.91,6.76,96.0,38.0,123.73,46.88,128.79,59.83,133.69,34.99,158.81,52.07,142.97,58.25
2022-03-15 11:00:00,72.4583,11.0,28.42,20.46,7.69,142.0,133.0,126.58,125.58,134.89,150.32,122.43,96.53,164.25,119.45,154.31,146.51
2022-03-15 12:00:00,72.5,12.0,38.93,78.35,0.69,87.0,179.0,176.1,294.89,173.79,356.54,151.96,242.93,186.46,299.67,174.8,352.25
2022-03-15 13:00:00,72.5417,13.0,33.83,72.11,9.14,119.0,154.0,219.17,251.54,220.53,300.17,222.58,209.72,222.8,273.62,234.81,323.87
2022-03-15 14:00:00,72.5833,14.0,27.02,61.76,5.46,59.0,61.0,109.82,84.97,86.51,115.04,110.92,76.59,117.35,114.95,116.05,117.62
2022-03-15 15:00:00,72.625,15.0,20.2,77.87,1.44,52.0,52.0,108.57,92.0,107.74,121.77,95.49,88.05,113.5,108.2,140.53,116.19
2022-03-15 16:00:00,72.6667,16.0,32.21,74.23,4.03,8.0,72.0,17.47,110.66,13.92,137.09,9.41,91.28,15.39,130.63,20.76,141.22
2022-03-15 17:00:00,72.7083,17.0,40.91,10.48,3.83,52.0,90.0,34.25,60.68,42.2,87.57,32.9,41.99,52.04,74.28,38.2,80.24
2022-03-15 18:00:00,72.75,18.0,33.86,76.99,8.31,75.0,83.0,126.52,139.39,131.88,170.06,158.54,119.43,176.88,157.87,151.18,173.67
2022-03-15 19:00:00,72.7917,19.0,21.14,60.9,7.97,98.0,92.0,156.65,162.73,183.34,172.78,171.22,132.81,184.56,160.53,197.03,182.61
2022-03-15 20:00:00,72.8333,20.0,22.01,56.42,3.45,46.0,137.0,77.89,213.58,84.44,262.29,82.72,173.65,99.53,234.49,87.2,265.61
2022-03-15 21:00:00,72.875,21.0,19.5,11.37,3.21,134.0,102.0,126.39,80.64,116.01,100.47,114.88,75.35,133.33,96.88,133.91,112.24
2022-03-15 22:00:00,72.9167,22.0,23.86,31.47,4.92,66.0,95.0,73.19,113.82,75.86,122.43,69.79,95.96,93.33,97.04,103.2,119.29
2022-03-15 23:00:00,72.9583,23.0,16.89,42.47,10.69,38.0,132.0,49.1,169.72,52.29,175.66,55.12,133.57,72.87,179.09,76.0,230.06
2022-03-16 00:00:00,73.0,0.0,36.66,44.89,10.61,80.0,109.0,87.07,116.89,94.71,151.59,97.48,29.11,122.02,139.15,139.67,164.25
2022-03-16 01:00:00,73.0417,1.0,21.0,35.39,2.63,50.0,111.0,64.11,132.06,65.73,159.96,57.23,107.52,69.81,136.6,89.57,186.33
2022-03-16 02:00:00,73.0833,2.0,20.03,15.48,7.5,120.0,120.0,120.16,102.15,111.7,132.87,121.92,91.47,126.99,97.19,137.87,125.93
2022-03-16 03:00:00,73.125,3.0,26.73,73.92,4.14,68.0,88.0,135.97,157.41,140.03,193.68,121.5,131.22,142.27,173.75,145.14,190.99
2022-03-16 04:00:00,73.1667,4.0,17.93,58.98,0.53,63.0,105.0,119.59,152.01,123.74,182.73,111.91,134.72,124.23,185.82,130.2,226.51
2022-03-16 05:00:00,73.2083,5.0,17.02,35.22,2.74,6.0,64.0,11.37,80.23,10.65,87.0,3.06,69.6,11.06,89.23,6.34,113.06
2022-03-16 06:00:00,73.25,6.0,25.52,17.57,5.87,105.0,94.0,94.84,83.8,112.79,98.58,106.09,62.49,117.05,84.12,117.93,103.45
2022-03-16 07:00:00,73.2917,7.0,23.37,20.55,9.67,38.0,37.0,45.7,40.71,30.39,48.08,37.57,26.82,41.26,49.05,56.27,44.2
2022-03-16 08:00:00,73.3333,8.0,24.46,10.26,8.13,146.0,79.0,104.35,61.68,126.47,63.87,112.36,52.54,141.18,73.12,151.36,78.53
2022-03-16 09:00:00,73.375,9.0,44.09,69.31,3.61,26.0,30.0,37.22,44.99,40.75,39.6,38.54,28.82,59.99,46.39,60.13,56.03
2022-03-16 10:00:00,73.4167,10.0,15.38,10.09,3.26,123.0,19.0,116.62,16.77,111.35,16.58,97.83,13.72,117.35,22.65,136.52,20.67
2022-03-16 11:00:00,73.4583,11.0,15.24,14.62,9.06,116.0,128.0,97.13,106.57,110.26,137.59,122.85,86.93,133.25,116.14,129.6,152.61
2022-03-16 12:00:00,73.5,12.0,38.29,29.88,6.34,18.0,89.0,18.82,90.33,27.28,96.62,22.0,85.7,16.77,92.74,31.56,109.14
2022-03-16 13:00:00,73.5417,13.0,15.56,22.84,7.78,114.0,197.0,126.88,181.4,130.44,224.44,133.6,170.57,137.38,196.09,148.43,272.37
2022-03-16 14:00:00,73.5833,14.0,28.95,36.74,10.3,116.0,95.0,136.83,105.56,138.66,114.41,157.76,82.61,345.36,129.01,186.18,143.91
2022-03-16 15:00:00,73.625,15.0,27.4,25.23,6.93,86.0,66.0,97.26,63.79,94.11,81.2,98.22,82.4,89.36,77.78,97.17,222.05
2022-03-16 16:00:00,73.6667,16.0,28.56,48.31,7.19,57.0,96.0,89.72,130.89,79.59,143.87,72.06,118.19,90.8,136.72,98.31,169.1
2022-03-16 17:00:00,73.7083,17.0,31.56,19.01,0.12,115.0,182.0,108.63,157.64,105.7,183.14,229.27,142.31,135.02,156.11,125.33,187.43
2022-03-16 18:00:00,73.75,18.0,18.54,20.46,6.59,141.0,124.0,153.21,125.41,153.88,138.13,146.43,107.5,183.2,120.62,166.8,149.64
2022-03-16 19:00:00,73.7917,19.0,20.13,75.96,2.55,103.0,45.0,190.08,83.57,211.47,101.1,206.26,75.81,248.88,79.03,243.29,97.64
2022-03-16 20:00:00,73.8333,20.0,15.6,52.16,9.91,73.0,177.0,113.39,246.54,111.06,332.94,135.04,231.59,147.52,305.19,155.16,315.88
2022-03-16 21:00:00,73.875,21.0,30.54,64.85,8.79,144.0,143.0,265.65,218.06,251.73,276.25,254.94,165.9,304.86,222.04,298.93,271.03
2022-03-16 22:00:00,73.9167,22.0,32.62,31.7,10.35,96.0,81.0,120.43,92.43,96.01,93.63,107.66,61.25,123.21,80.02,127.97,104.97
2022-03-16 23:00:00,73.9583,23.0,36.68,73.43,4.57,92.0,55.0,141.82,92.92,157.02,97.07,149.84,75.71,175.4,97.03,180.62,107.67
2022-03-17 00:00:00,74.0,0.0,23.55,62.38,3.15,10.0,67.0,17.68,101.26,16.45,138.98,22.03,99.33,21.61,108.01,21.62,125.57
2022-03-17 01:00:00,74.0417,1.0,30.95,26.21,1.35,126.0,37.0,127.71,42.12,130.37,44.28,148.96,42.22,131.46,47.59,148.52,49.24
2022-03-17 02:00:00,74.0833,2.0,36.17,62.17,5.1,41.0,64.0,64.75,109.11,57.52,107.75,58.09,80.36,75.44,108.15,72.46,106.12
2022-03-17 03:00:00,74.125,3.0,37.84,12.52,8.92,105.0,94.0,88.84,73.06,86.44,88.49,86.29,66.79,79.65,68.87,100.4,88.85
2022-03-17 04:00:00,74.1667,4.0,25.64,66.9,4.34,142.0,126.0,267.74,193.13,257.62,250.57,264.7,184.12,301.78,198.66,284.77,252.4
2022-03-17 05:00:00,74.2083,5.0,16.2,52.19,6.33,63.0,109.0,100.5,168.64,107.1,193.23,111.6,142.62,118.49,175.96,120.06,182.55
2022-03-17 06:00:00,74.25,6.0,39.89,35.36,4.89,102.0,144.0,115.32,146.43,119.0,163.76,116.11,128.55,69.16,163.84,123.43,169.1
2022-03-17 07:00:00,74.2917,7.0,43.67,72.29,10.56,38.0,194.0,63.78,301.45,73.59,351.07,69.29,241.49,78.87,327.71,69.59,337.87
2022-03-17 08:00:00,74.3333,8.0,20.28,11.0,10.82,64.0,146.0,53.86,114.13,49.89,139.2,65.83,94.79,67.62,127.34,61.22,126.58
2022-03-17 09:00:00,74.375,9.0,17.05,72.64,5.82,123.0,160.0,219.15,288.3,245.45,337.04,239.74,246.56,291.16,309.24,270.17,372.73
2022-03-17 10:00:00,74.4167,10.0,41.6,61.65,4.32,140.0,15.0,213.14,25.52,206.36,24.63,212.34,13.84,240.69,21.87,248.71,25.72
2022-03-17 11:00:00,74.4583,11.0,21.75,41.28,5.43,51.0,83.0,71.85,95.77,57.61,125.78,87.54,85.65,79.57,110.49,83.8,133.36
2022-03-17 12:00:00,74.5,12.0,41.11,43.48,7.69,111.0,133.0,133.95,159.32,113.7,191.06,145.1,125.93,156.62,159.01,158.47,168.7
2022-03-17 13:00:00,74.5417,13.0,30.07,15.62,3.84,28.0,137.0,19.27,92.08,18.54,120.66,19.69,92.96,34.53,110.22,37.27,129.59
2022-03-17 14:00:00,74.5833,14.0,38.21,11.43,5.77,40.0,185.0,22.01,127.74,27.45,172.03,34.29,115.35,32.95,131.1,26.45,176.53
2022-03-17 15:00:00,74.625,15.0,28.34,37.51,1.33,81.0,186.0,99.26,201.4,105.23,248.96,101.32,187.53,112.88,242.64,118.81,269.03
2022-03-17 16:00:00,74.6667,16.0,38.96,45.6,0.82,137.0,23.0,156.48,30.41,169.05,32.01,182.17,9.51,201.68,29.92,213.4,33.2
2022-03-17 17:00:00,74.7083,17.0,41.0,29.67,4.28,114.0,100.0,99.72,91.55,102.53,107.66,115.35,85.5,137.7,117.63,116.18,128.87
2022-03-17 18:00:00,74.75,18.0,15.82,52.68,7.57,126.0,140.0,203.95,196.46,216.25,250.48,223.85,191.6,263.54,218.46,246.49,269.15
2022-03-17 19:00:00,74.7917,19.0,35.45,33.8,2.31,144.0,133.0,161.74,140.84,139.29,161.29,154.58,122.57,173.36,162.52,192.79,169.19
2022-03-17 20:00:00,74.8333,20.0,25.4,57.23,8.84,126.0,114.0,190.39,166.7,224.62,212.18,203.1,156.52,238.96,180.05,241.08,171.39
2022-03-17 21:00:00,74.875,21.0,19.91,15.08,4.33,109.0,71.0,101.69,58.97,85.91,84.02,109.98,49.07,114.7,62.17,118.28,79.44
2022-03-17 22:00:00,74.9167,22.0,33.75,41.31,9.99,23.0,123.0,32.8,135.73,29.54,171.08,37.55,128.36,35.69,154.7,34.76,177.13
2022-03-17 23:00:00,74.9583,23.0,32.78,34.05,6.84,88.0,118.0,98.66,130.65,96.98,144.24,95.38,101.04,113.76,131.23,114.52,155.2
2022-03-18 00:00:00,75.0,0.0,27.88,19.97,9.32,47.0,193.0,39.94,172.66,40.25,189.86,40.45,333.13,66.08,185.65,52.34,203.97
2022-03-18 01:00:00,75.0417,1.0,30.56,68.84,1.05,127.0,146.0,225.02,226.99,214.45,243.97,228.5,202.49,256.22,256.62,248.83,267.53
2022-03-18 02:00:00,75.0833,2.0,29.22,20.08,2.77,69.0,46.0,69.55,42.18,60.82,47.21,68.54,41.38,98.29,46.0,86.79,47.07
2022-03-18 03:00:00,75.125,3.0,34.13,17.31,6.3,127.0,48.0,110.81,41.28,117.87,44.44,106.52,34.79,113.27,51.71,130.92,40.62
2022-03-18 04:00:00,75.1667,4.0,20.81,72.2,8.64,35.0,76.0,60.57,129.89,68.99,163.52,71.32,131.26,82.98,143.42,82.48,170.72
2022-03-18 05:00:00,75.2083,5.0,20.47,66.79,7.78,63.0,180.0,99.46,279.82,114.27,381.78,118.99,247.62,153.4,344.03,142.73,378.48
2022-03-18 06:00:00,75.25,6.0,31.27,26.52,9.3,121.0,12.0,122.75,11.8,123.55,15.95,135.49,11.22,167.62,10.61,149.29,16.28
2022-03-18 07:00:00,75.2917,7.0,34.17,64.81,6.42,144.0,84.0,236.45,119.59,236.74,158.62,229.88,104.32,268.43,134.79,250.7,154.34
2022-03-18 08:00:00,75.3333,8.0,35.58,45.49,10.41,129.0,91.0,172.39,115.24,179.8,132.78,161.97,113.61,182.26,121.82,191.07,135.6
2022-03-18 09:00:00,75.375,9.0,28.71,61.2,8.42,95.0,160.0,157.5,243.56,158.91,304.24,166.63,208.36,196.93,253.7,193.75,303.8
2022-03-18 10:00:00,75.4167,10.0,18.33,10.29,3.45,145.0,26.0,113.33,29.59,123.01,26.08,129.8,27.5,168.33,22.1,150.23,29.65
2022-03-18 11:00:00,75.4583,11.0,20.19,49.31,7.94,26.0,144.0,33.95,191.29,40.29,248.71,48.86,180.29,51.68,244.31,51.17,245.28
2022-03-18 12:00:00,75.5,12.0,36.55,35.21,1.83,41.0,143.0,45.76,143.64,53.43,179.32,50.99,130.04,58.35,187.29,47.48,182.62
2022-03-18 13:00:00,75.5417,13.0,23.42,47.62,5.19,89.0,50.0,126.62,63.45,128.45,86.02,136.33,61.86,168.29,77.68,141.34,72.01
2022-03-18 14:00:00,75.5833,14.0,19.08,24.41,6.41,74.0,14.0,87.71,15.86,80.38,22.8,91.67,7.74,106.03,18.0,86.29,9.36
2022-03-18 15:00:00,75.625,15.0,18.02,59.82,9.74,94.0,166.0,153.66,268.35,158.43,332.18,154.38,239.66,198.22,306.5,196.18,339.61
2022-03-18 16:00:00,75.6667,16.0,26.25,73.17,2.43,38.0,80.0,67.28,141.49,71.15,170.21,78.93,116.58,69.01,149.58,83.65,161.03
2022-03-18 17:00:00,75.7083,17.0,19.61,43.23,1.99,117.0,93.0,183.92,124.04,175.43,149.92,152.62,109.99,183.44,129.61,186.57,148.79
2022-03-18 18:00:00,75.75,18.0,23.89,40.55,3.69,98.0,73.0,141.66,99.69,125.4,130.39,128.04,84.17,153.71,78.45,171.04,109.19
2022-03-18 19:00:00,75.7917,19.0,17.98,57.33,4.07,65.0,100.0,100.12,176.13,108.81,189.17,119.11,118.36,126.43,167.98,126.27,177.45
2022-03-18 20:00:00,75.8333,20.0,25.51,51.37,10.55,75.0,165.0,119.66,206.51,109.48,303.64,115.4,187.12,125.22,250.57,137.33,278.88
2022-03-18 21:00:00,75.875,21.0,26.12,60.15,2.16,118.0,24.0,177.72,37.87,199.35,42.46,198.07,37.89,211.28,49.67,225.87,46.35
2022-03-18 22:00:00,75.9167,22.0,27.71,51.14,8.75,22.0,113.0,30.43,155.72,28.79,194.29,37.2,118.3,36.42,167.62,33.04,187.36
2022-03-18 23:00:00,75.9583,23.0,24.04,65.75,11.09,142.0,135.0,240.71,213.42,262.93,267.16,247.8,197.26,291.15,263.85,275.99,287.57
2022-03-19 00:00:00,76.0,0.0,27.38,48.36,10.09,139.0,52.0,190.23,70.94,196.21,76.1,200.18,43.8,225.88,69.22,223.95,77.41
2022-03-19 01:00:00,76.0417,1.0,36.23,72.9,6.52,129.0,96.0,222.99,162.5,223.56,182.52,218.86,127.93,236.93,170.84,249.13,180.83
2022-03-19 02:00:00,76.0833,2.0,30.04,36.34,2.06,76.0,135.0,91.0,146.57,83.29,187.29,88.93,122.71,107.21,160.3,118.19,173.4
2022-03-19 03:00:00,76.125,3.0,34.46,36.84,10.64,129.0,80.0,154.58,80.23,167.33,102.27,152.46,85.42,179.72,91.6,196.29,94.25
2022-03-19 04:00:00,76.1667,4.0,22.0,54.12,1.16,114.0,120.0,170.37,176.06,186.84,227.84,177.84,169.9,228.84,198.66,216.91,211.06
2022-03-19 05:00:00,76.2083,5.0,16.76,25.55,2.13,55.0,20.0,63.87,21.92,169.83,27.17,73.68,12.53,61.8,33.04,76.42,25.08
2022-03-19 06:00:00,76.25,6.0,24.29,15.41,5.91,46.0,162.0,41.96,125.35,45.76,158.98,36.37,128.14,48.32,162.6,55.25,165.54
2022-03-19 07:00:00,76.2917,7.0,43.43,20.42,8.64,8.0,132.0,0.64,98.03,6.53,121.19,15.85,90.61,11.83,122.07,19.97,138.34
2022-03-19 08:00:00,76.3333,8.0,36.58,42.5,8.53,122.0,68.0,149.37,72.13,148.9,82.76,146.82,66.2,172.02,81.34,165.31,108.25
2022-03-19 09:00:00,76.375,9.0,27.44,64.29,10.63,15.0,70.0,26.61,104.08,30.45,127.35,22.23,99.62,34.05,122.03,23.55,140.65
2022-03-19 10:00:00,76.4167,10.0,21.45,23.56,7.76,94.0,156.0,92.24,152.6,117.82,158.83,103.66,116.71,114.78,156.77,109.54,185.84
2022-03-19 11:00:00,76.4583,11.0,41.63,20.7,7.18,113.0,113.0,91.41,83.28,104.0,94.86,106.38,68.04,120.83,87.52,127.73,104.97
2022-03-19 12:00:00,76.5,12.0,41.31,59.95,1.35,19.0,99.0,25.64,141.86,26.15,179.57,42.33,130.14,32.3,142.38,34.48,172.76
2022-03-19 13:00:00,76.5417,13.0,25.03,66.04,4.91,85.0,95.0,142.68,161.1,161.1,199.48,148.4,135.85,173.89,150.0,175.86,194.52
2022-03-19 14:00:00,76.5833,14.0,39.69,30.79,0.49,54.0,79.0,67.25,73.3,50.17,84.95,58.94,78.99,61.69,88.09,72.3,103.98
2022-03-19 15:00:00,76.625,15.0,20.08,42.21,9.69,75.0,44.0,118.56,39.11,111.17,64.94,109.2,46.4,117.93,60.68,129.18,75.18
2022-03-19 16:00:00,76.6667,16.0,23.53,57.21,8.68,33.0,36.0,34.84,46.36,54.73,67.12,60.96,51.74,43.79,57.88,65.49,73.44
2022-03-19 17:00:00,76.7083,17.0,27.57,21.85,4.23,14.0,73.0,17.34,67.94,6.89,90.26,13.36,60.54,16.29,59.27,24.84,89.47
2022-03-19 18:00:00,76.75,18.0,31.51,79.85,3.2,54.0,79.0,108.53,128.1,103.66,174.9,122.21,108.82,113.56,149.78,133.82,149.81
